German,English
citizen,beat
prächtigen,splendid
irischer,Irish
impfen,vaccinate
demonstriert,demonstrated
leerem,empty
dooku,Dooku
barabbas,barabbas
begleitete,accompanied
akute,acute
colbert,colbert
overall,overall
sozialer,social
verdopple,dub
plastiktüte,Plastic bag
betreibe,operate
groves,groves
waffenruhe,ceasefire
guys,guys
krimi,crime thriller
ilja,Ilja
sayonara,Sayonara
vermählen,marry
deckst,deck
wrong,Wrong
optische,optical
räubern,rob
kürzester,shortest
mayfair,Mayfair
rebbekah,Rebbekah
nashorn,rhino
unheimliches,scary
barbarisch,barbaric
bello,Bello
gerinnsel,clot
eintauchen,immerse
werfer,launcher
neurologische,neurological
vorzunehmen,carry out
fuentes,fuentes
kapazität,capacity
beschwerst,confused
wascht,washing
wickel,wrap
comes,comes
dandy,dandy
zwingend,mandatory
unterzubringen,accommodate
giacomo,Giacomo
richardson,Richardson
duo,duo
angewohnheiten,habit
qué,qué
zusatz,additive
daniela,Daniela
blutiger,bloody
biere,beers
cable,cable
übernehm,surge
unregelmäßig,irregular
grigori,grigori
zugezogen,moved
beaufsichtigen,supervise
beckman,Beckman
weihen,consecrate
chr.,Chr.
melodien,melodies
austeilen,distribute
lothar,lothar
dräng,urgent
erblickt,seized
standards,standards
unheimlichen,scary
vorbeikomme,come over
wickelt,wraps
steves,Steves
ev,EV
tätest,tatte
andres,Andres
verschon,sparse
donaldson,Donaldson
überwachungsvideos,surveillance videos
tres,tres
schwachsinnig,misleading
enkeltochter,granddaughter
bootsmann,boatman
vorhut,vanguard
wohlbehalten,safely
fußfessel,bracelet
durchschaue,look through
presley,presley
hilflose,helpless
kassiererin,cashier
beabsichtigen,to intend
pour,pour
lonely,lonely
nutzloser,useless
schnurrt,purrth
militärpolizei,military police
löschte,extinguished
galavan,galavan
intelligentes,intelligent
raketenwerfer,rocket launcher
dirne,priest
verlorenes,lost
verschmiert,smeared
erhebliche,significant
holprig,bumpy
mysteriöser,mysterious
piste,piste
comtesse,comtesse
verbirgst,verbal
ausnutzt,exploited
interessenten,interested persons
rapper,rapper
reflektiert,reflected
track,track
kot,feces
geldstrafe,fine
uhh,uhh
jims,Jims
weltweiten,worldwide
daníel,Daniel
isaak,Isaac
ds,DS
endeffekt,end
cbi,CBI
schläfe,temple
amazing,amazing
hochnäsig,snooty
navi,navigation
armleuchter,arm chandelier
frettchen,ferret
komitees,committees
minivan,minivan
ställe,stalls
hüllen,wrap
sprengung,explosion
stabile,stable
entern,board
aussahen,look
ungerade,odd
galileo,galileo
bankiers,banker
takeshi,takeshi
übern,overlook
anonymität,anonymity
väterchen,father
formt,shapes
undankbare,ungrateful
entferntesten,distant
yee,yee
verträgst,compatible
obendrauf,on top
laternen,lantern
caracas,caracas
anzuerkennen,recognize
karsten,Karsten
chf6bd15,CHF6BD15
geboxt,boxed
hellsehen,clairvoyance
taser,taser
verhandelbar,negotiable
dios,DIOS
sprengköpfe,explosive heads
erntet,harvested
institutionen,institutions
morgans,Morgan
ozzy,ozzy
überbrücken,bridge
rettungsaktion,rescue operation
barber,barber
weckruf,wake -up call
gestohlenes,stolen
nahkampf,close combat
anleihen,bonds
schimanski,Schimanski
spooner,spooner
dominus,dominus
schlümpfe,Smurfs
ungewohnt,unusual
schwachstellen,weaknesses
begibt,beyond
zpm,ZPM
round,round
kensi,kensi
eingabe,input
chardonnay,Chardonnay
sperrte,locked
roastbeef,roast beef
konstantinopel,Constantinople
wundersame,miraculous
holla,holla
dia,slide
ergänzen,add to
lebensraum,habitat
niederen,down
poeten,poet
derartiges,such
spule,kitchen sink
audi,audi
crowe,crowe
erfahrt,find out
elwood,Elwood
mittellos,destitute
clubhaus,clubhouse
bernice,Bernice
ausm,from
vee,vee
verabscheut,loathed
lebensmitteln,grocer
kincaid,cincaid
entreißen,snatch out
schütte,pour
erzfeind,arch enemy
konfiszieren,confiscate
race,race
gekreuzigt,crucified
völkermord,genocide
fehlverhalten,wrongdoing
ersetze,replace
verschiebt,shifting
hypotheken,mortgages
ausschlagen,strike out
vorgänge,processes
ulrike,Ulrike
bezichtigt,accused
nilsson,Nilsson
abbeißen,bite
beschreibe,description
quintus,quintus
angefallen,accrued
flugsteig,drum
larsen,Larsen
delirium,delirium
erklimmen,climb
besinnung,reflection
inaktiv,inactive
arkham,Arkham
vikar,vicar
diskutiere,discuss
verstauen,stow
liegend,lying
managen,manage
standesamt,registry office
widert,adopted
drosseln,throttle
wehre,defense
gudrun,Gudrun
jefe,jefe
feindliches,enemy
augapfel,eyeball
massagen,massages
staubig,dusty
gegebenen,given
nichten,uninfected
bannister,Bannister
besuchern,visitors
sindbad,Sindbad
elektrischer,electrical
didier,Didier
bonsoir,bonsoir
utopia,Utopia
pssst,pssst
zonen,zones
rangegangen,ranked
berühmtes,famous
dämmert,dawn
wirr,confused
kubrick,Kubrick
tempus,tempus
bene,bene
unmöglichen,impossible
genossin,comrade
gekippt,tilted
ballade,ballad
aufdrehen,turn up
gewogen,weighed
bezwungen,conquer
schall,sound
umfassende,comprehensive
hundescheiße,dog shit
überwachungsvideo,surveillance video
verbogen,bent
shatterhand,shallerhand
zugangscode,Access code
anzweifeln,doubt
their,Their
labert,labert
notre,emergency
höllische,hellish
antritt,start
verde,verd
vorab,in advance
gesetzlosen,lawless
unsinnig,nonsensical
kartoffelbrei,Mashed potatoes
familientradition,family tradition
butcher,Butcher
fatal,fatal
payne,Payne
abendmahl,sacrament
chamberlain,chamberlain
tigger,Tigger
teamwork,teamwork
verdientes,deserved
barsch,perch
weltrekord,world record
norweger,Norwegian
getränkt,soaked
ldee,Ldee
sha,Sha
polier,polishing
late,late
grammatik,grammar
eingesammelt,collected
ängstigt,frightened
vergelten,reward
wiederholst,repeated
aufschieben,put off
polizeiauto,Police Car
heuschrecken,grasshoppers
wolowitz,Wolowitz
ausbrach,broke out
meeresfrüchte,seafood
massiert,massed
blies,bare
veronika,Veronika
schauer,shower
loco,loco
fung,fung
toulouse,toulouse
jetlag,Jet lag
kategorien,categories
unverständlicher,incomprehensible
verwüstung,devastation
besiegten,defeat
schmerzvoll,painful
wachsende,growing
sicherheiten,collateral
sera,sera
dossier,dossier
hawke,Hawke
hepp,hep
cartoons,cartoons
guardian,Guardian
whole,wholeson
rückenmark,spinal cord
benito,Benito
kaltmachen,put on
fahrenden,moving
taro,taro
äther,ether
savitar,Savitar
fluchtplan,escape plan
familiengeschichte,family history
universen,universe
berman,Berman
orientieren,orientate
formell,formally
ärmsten,poorest
schnapsladen,schnapps
scheißangst,fucking
herumschnüffeln,sniff around
falltür,trap door
jammerlappen,whine
echse,lizard
suspendieren,suspend
zielort,destination
routen,route
wai,wai
chill,chill
untertrieben,undertake
asphalt,asphalt
delfino,dolphino
kriegerin,Warrior
libanon,Lebanon
bunch,bunch
exotischen,exotic
lian,lian
neunzehn,nineteen
freispruch,acquittal
kyoko,kyoko
städtchen,town
dokumentarfilm,documentary
bosco,Bosco
klubs,clubs
dart,darts
gelutscht,sucked
scheuen,shy away
halbtot,half -dead
sodom,Sodom
agiert,acted
ähnlichkeiten,similarities
salute,salute
vorgegeben,predetermined
atome,atoms
überladen,overloaded
anhieb,straight away
jalousien,blinds
einsiedler,hermit
rotem,red
crenshaw,Crenshaw
wilsons,Wilson
piazza,piazza
widerspreche,contradict
ueo,ueo
scheidungen,divorces
sprengsatz,explosive
einschränken,restrict
pioniere,pioneers
algen,algae
shu,Shu
erhöhten,increase
schmerzhafte,painful
hinschauen,look
aufregst,exciting
bulldozer,bulldozer
versklavt,enslaved
zerschmettern,smash
extremer,extreme
eingebung,inspiration
auszurichten,align
vorzumachen,To imagine
ankomme,arrive
myles,Myles
gefunkt,sparked
nerds,nerds
zeugnisse,Testimonies
spirituell,spiritual
spürten,feel
amys,Amys
angemessener,reasonable
familiäre,family
außendienst,External sales
konsequent,consequent
kälber,calves
fresno,fresno
miyagi,Miyagi
capitan,capitan
trace,trace
frischling,freshlings
rumgelaufen,ran around
pochen,throb
terroristin,terrorist
balthasar,Balthasar
sanderson,Sanderson
sweets,sweets
herausgerissen,torn out
achtern,aft
vermeide,avoid
kronprinz,crown prince
knistert,crackling
auslegen,laid out
freimaurer,Freemason
asservatenkammer,parent chamber
arvin,Arvin
wiederwahl,re -election
cherie,cherry
unterdrückte,oppressed
hörgerät,hearing aid
kaspar,Kaspar
python,python
jämmerlichen,miserable
schmalen,narrow
gegenüberstehen,face
oase,oasis
brandneuen,brand new
haften,be liable
hindeuten,indicate
abhandlung,treatise
macarthur,macarthur
arminius,Arminius
ie,ie
stadtzentrum,city ​​center
händedruck,handshake
lefty,Lefty
unbehagen,discomfort
johansson,Johansson
indiskret,indiscreet
durchschlagen,struggle through
sphärische,spherical
nachkomme,descendant
scavo,scavo
seals,Seals
intellektuell,intellectually
förderung,financial support
mariah,mariah
claudio,Claudio
kostenloses,free
laderaum,cargo
unterzahl,outnumber
kinderarzt,pediatrician
blum,flower
gesprächs,conversation
matter,matter
borland,Borland
unterschlagen,undermine
soo,soo
hilfsmittel,aid
nachwelt,posterity
beneidet,envied
guan,guan
einträge,entries
schluckte,swallowed
lie,lie
flippen,flap
ibrahim,Ibrahim
empfänglich,susceptible
erkenntlich,recognizable
jaz,jaz
saiten,string
gehaltsscheck,salary check
schnauben,snort
injektionen,injections
abfallen,fall off
andersen,Andersen
bungalow,bungalow
brauchbares,usable
scrabble,scrabble
ausgeschlafen,slept
schotte,Scotsman
golfschläger,golf club
hartford,hardford
koennen,can
quick,quick
unterlaufen,undermine
strophe,verse
mountains,mountain
montague,Montague
erstklassigen,first class
untergekommen,accommodated
genauigkeit,accuracy
pizzen,pizzas
ausgehungert,starved
giselle,Giselle
anziehst,attract
lichtschalter,light switch
vita,vita
schwerem,heavy
mitspielt,joined
streikt,strike
gemailt,painted
rollins,rolling
mansfield,Mansfield
renner,racer
pflichtverteidiger,defender
arigold,Arigold
edwina,Edwina
buchhandlung,bookstore
angehören,belong to
bannon,Bannon
mme,mme
eau,EAU
besuchs,visit
geschwistern,siblings
zensur,censorship
junggesellenparty,bachelor party
gekappt,cut
bäuerin,farmer
transportmittel,Mode of Transport
halbe-halbe,half half
klinks,clink
chat,chat
mahnung,warning
heimsuchen,go home
stritt,quarrel
domingo,domingo
vorherige,previous
hodges,Hodges
apfelsaft,Apple juice
kommunistische,communist
fußgänger,pedestrian
schräger,sloping
köstlichen,delicious
faser,fiber
platzte,burst
gelassenheit,serenity
pilzen,mushrooms
flirte,flirt
klebte,glued
nutz,benefit
hansi,Hansi
pornografie,pornography
stolzes,proud
riesending,giant
gruseliger,creepier
allerwichtigste,most important
ironischerweise,ironic
bereicherung,enrichment
allgemeines,general
jam,jam
bauchweh,a stomach ache
unentbehrlich,essential
simeon,Simeon
wechselbalg,interchangeable
bowlingbahn,bowling railway
forensiker,forensicist
nährt,nourished
genevieve,geneviave
scheißhaus,shit
zirka,about
r2,r2
bestem,best
ausspannen,span
range,range
hanni,Hanni
abgefallen,fell
drogerie,drugstore
ägyptischen,Egyptian
programmierer,programmer
macher,maker
pieps,beep
scheiterte,failed
moneten,dough
flying,flying
spice,spice
beschäftigter,employee
arrestzelle,arrest cell
phänomene,phenomena
besiegeln,seal
rothstein,Rothstein
hirngespinst,brain -fitting
gleitet,gliding
raumes,room
erzengel,archangel
lamar,lamar
zora,Zora
otter,otter
touché,touché
sung,solution
japanisches,Japanese
regelmäßige,regular
getrübt,cloudy
excalibur,excalibur
task,task
magister,master
verhältnissen,circumstances
meng,meng
justice,Justice
akademiker,academic
verrätern,overlay
juarez,Juarez
gläsern,glass
yoshida,yoshida
gehäuse,housing
kettenreaktion,chain reaction
waits,waits
aufnahm,reception
staudamm,dam
conan,Conan
streitigkeiten,disputes
felle,skip
baal,Baal
scanne,scan
sellerie,celery
bescheißt,crazy
peitschen,whip
wickham,Wickham
prostata,prostate
diagramm,diagram
sonnigen,sunny
allez,allez
alligatoren,alligators
arbeitende,worker
albaner,Albanian
nötigung,coercion
coles,coles
frl,FRL
infolge,as a result
zuges,tie
dupree,dupre
vordringen,penetrate
gefielen,faded
erhitzt,heated
rochelle,Rochelle
charity,charity
jahrelange,for years
ausarbeiten,working out
fifth,fifthth
morgendämmerung,Dawn
demoliert,demolished
suzaku,Suzaku
aasgeier,scout
stampfen,pound
widmet,dedicated
überrasche,surprise
project,project
beeilst,rush
steuerberater,tax consultant
rät,advise
abhaken,chip off
abgegangen,departed
charmeur,charmer
irish,Irish
bekehren,convert
player,player
austreiben,drive out
jodie,iodine
spielhalle,Game Room
regenwald,rainforest
belanglos,irrelevant
bills,bills
kollateralschaden,collateral damage
olivers,Oliver
imitation,imitation
einschaltquoten,ratings
eiskalte,ice -cold
urkomisch,hilarious
ärgerst,annoying
bemerkst,noticeable
zurückspulen,rewind
anzuzünden,ignite
begrenzten,limited
hanks,Hanks
zuende,over
liebstes,loving
graues,gray
stärkung,Strengthening
garantien,guarantees
vorgefunden,found
armaturenbrett,dashboard
schwimmst,swimming
studentinnen,female students
gefangennahme,capture
voice,voice
extrablatt,extra
wartend,waiting
dip,dip
rückspiegel,rear mirror
vorherbestimmt,predetermined
karpfen,carp
judge,judge
sperrstunde,closing hour
monitore,monitore
tully,tully
eddi,Eddi
bluttests,blood tests
baton,Baton
fraktur,fracture
alben,album
regenten,regent
kreuzfeuer,crossfire
wegsehen,look away
vivien,Vivien
dreizack,trident
shark,shark
ausreicht,sufficient
wolkenkratzer,skyscraper
radios,radios
fingers,finger
schiefläuft,walks
ausstieg,exit
zusammenarbeitet,worked together
subs,subsidiary
schönling,beautiful
avalon,avalon
geldprobleme,money problems
formwandler,shape converter
resync,resync
ballkönigin,ball queen
medusa,medusa
lobet,praise
ivo,Ivo
ausgelaugt,drained
burbank,burbank
killers,killer
kali,potash
stickig,stuffy
mega,mega
someone,Someone
arschkriecher,ass
bestrahlung,radiation
nachrichtendienst,intelligence service
brownie,brownie
abgefunden,found
bastille,bastilla
pott,pot
yoda,yoda
zusammenhänge,relationships
bockmist,Bockmist
unkompliziert,uncomplicated
jeffries,Jeffries
bildeten,formed
puma,puma
gestörte,disturbed
ankunftszeit,arrival time
plymouth,Plymouth
durchkämmt,combined
verbesserte,improved
plattenfirma,record
direktive,directive
nütze,useful
zusammenhängt,related
eisbären,polar bears
vergesslich,forgetful
harmlosen,harmless
gebrauchte,Second hand
empörung,indignation
sonntagmorgen,Sunday morning
kapitol,Capitol
santo,Santo
kastriert,castrated
verstöße,violations
polizeibeamte,police officer
entsinne,remember
töpfchen,potty
nötigste,bare most
gremium,committee
herzliche,warmth
taff,tough
viereinhalb,four and a half
mitfühlend,compassionate
rachels,rachels
polizeiliche,police
geschwafel,raving
abzuwehren,ward off
bewohnern,residents
einzuschalten,switch on
softitler,softtitler
vie,vie
bleistifte,pencil
close,close
sterbebett,Deathbed
problemo,problem
kimble,kimble
ahmt,ahmt
abgezockt,ripped off
erhältlich,available
geoutet,outer
sauerkraut,sauerkraut
anzugeben,indicate
equipment,equipment
abgibt,emit
weichst,soft
augustine,Augustine
rechtshänder,right -handed
wassermelone,watermelon
demokratisch,democratically
monument,monument
alcatraz,Alcatraz
tempels,temple
tschüssi,bye
tory,Tory
eingepflanzt,planted
pathologie,pathology
ungutes,bad
pak,Pak
tatzeit,crime
schwelgen,indulge
vulkanischen,volcanic
